,ID,Age,Block,Gender,Vision,LicenseMonths,frameidx,trackindex,trialn,currtime,midlinepts,SWA,posx,posz,yaw,yaw_d,yawrate,steeringbias,autoflag,sectiontype,sectionorder,sectioncount,trialtype,obstaclecolour,obstacleoffset
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,53.234588412572684,30000.0,0.010999999940395355,-24.92119026184082,20.154830932617188,359.7334960401058,-0.006393074989318848,-0.3411870060896692,0.07881864163523054,0.0,0.0,6.0,2.0,3.0,1.0,0.75
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,0.0,53.248905770048104,30000.0,0.010999999940395355,-24.921810150146484,20.288162231445312,359.7399437427521,-0.006447702646255493,-0.4438012809680871,0.07818996369929636,0.0,0.0,6.0,2.0,3.0,1.0,0.75
2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,105.0,0.0,53.26536540337693,30000.0,0.010999999940395355,-24.922414779663086,20.421493530273438,359.7463367879391,-0.00639304518699646,-0.3855720051871852,0.07759879730168605,0.0,0.0,6.0,2.0,3.0,1.0,0.75
3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,139.0,0.0,53.28218937754767,30000.0,0.010999999940395355,-24.923004150390625,20.554824829101562,359.75275717675686,-0.00642038881778717,-0.38378357532360163,0.07700568594436065,0.0,0.0,6.0,2.0,3.0,1.0,0.75
4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,172.0,0.0,53.29884461391341,30000.0,0.010999999940395355,-24.923580169677734,20.688156127929688,359.7591775506735,-0.0064203739166259766,-0.38513082664218695,0.07641988021090759,0.0,0.0,6.0,2.0,3.0,1.0,0.75
5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,205.0,0.0,53.31565530639646,30000.0,0.010999999940395355,-24.92414093017578,20.821487426757812,359.7655979394913,-0.00642038881778717,-0.3855855394657422,0.07587208759429276,0.0,0.0,6.0,2.0,3.0,1.0,0.75
6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,239.0,0.0,53.33229816664413,30000.0,0.010999999940395355,-24.924686431884766,20.954818725585938,359.77201829850674,-0.006420359015464783,-0.3843504725043562,0.07532439163334617,0.0,0.0,6.0,2.0,3.0,1.0,0.75
7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,272.0,0.0,53.34891144495103,30000.0,0.010999999940395355,-24.925216674804688,21.088151931762695,359.7784113585949,-0.006393060088157654,-0.38418803921799766,0.07478333762729697,0.0,0.0,6.0,2.0,3.0,1.0,0.75
8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,305.0,0.0,53.36553136410177,30000.0,0.010999999940395355,-24.925731658935547,21.221485137939453,359.7848317325115,-0.0064203739166259766,-0.3857804651024416,0.07428084945828345,0.0,0.0,6.0,2.0,3.0,1.0,0.75
9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,339.0,0.0,53.382209541564436,30000.0,0.010999999940395355,-24.926233291625977,21.35481834411621,359.7912794351578,-0.006447702646255493,-0.3862735660060221,0.07377846883155907,0.0,0.0,6.0,2.0,3.0,1.0,0.75
10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,372.0,0.0,53.43005259548326,30000.0,0.009999999776482582,-24.926719665527344,21.48815155029297,359.79767249524593,-0.006393060088157654,-0.13358100043501825,0.07328033452371002,0.0,0.0,6.0,2.0,3.0,1.0,0.75
11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,405.0,0.0,53.43358612812241,30000.0,0.009999999776482582,-24.92719078063965,21.621484756469727,359.8035191297531,-0.00584663450717926,-1.5953313473104767,0.07282123361822888,0.0,0.0,6.0,2.0,3.0,1.0,0.75
12,0.0,0.0,0.0,0.0,0.0,0.0,12.0,472.0,0.0,53.44897507630933,30000.0,0.008999999612569809,-24.92809295654297,21.888151168823242,359.81515777111053,-0.011638641357421875,-0.765716001219352,0.07190705331369307,0.0,0.0,6.0,2.0,3.0,1.0,0.75
13,0.0,0.0,0.0,0.0,0.0,0.0,13.0,505.0,0.0,53.46549206238046,30000.0,0.00800000037997961,-24.928524017333984,22.021484375,359.8204033523798,-0.005245581269264221,-0.31595297335350847,0.07148748514180972,0.0,0.0,6.0,2.0,3.0,1.0,0.75
14,0.0,0.0,0.0,0.0,0.0,0.0,14.0,539.0,0.0,53.48217084355621,30000.0,0.007000000216066837,-24.92894172668457,22.154817581176758,359.8250752091408,-0.004671856760978699,-0.2807225541361526,0.0710720249007267,0.0,0.0,6.0,2.0,3.0,1.0,0.75
15,0.0,0.0,0.0,0.0,0.0,0.0,15.0,572.0,0.0,53.49887709367695,30000.0,0.007000000216066837,-24.92934799194336,22.288150787353516,359.8291733264923,-0.004098117351531982,-0.2463370584419332,0.07065205115196135,0.0,0.0,6.0,2.0,3.0,1.0,0.75
16,0.0,0.0,0.0,0.0,0.0,0.0,16.0,605.0,0.0,53.51547829772231,30000.0,0.006000000052154064,-24.929744720458984,22.421483993530273,359.83267037570477,-0.0034970492124557495,-0.20953782011966043,0.07026625641940502,0.0,0.0,6.0,2.0,3.0,1.0,0.75
17,0.0,0.0,0.0,0.0,0.0,0.0,17.0,639.0,0.0,53.53241576995151,30000.0,0.006000000052154064,-24.930133819580078,22.55481719970703,359.8361674398184,-0.0034970641136169434,-0.20911510445012355,0.06988098622236895,0.0,0.0,6.0,2.0,3.0,1.0,0.75
18,0.0,0.0,0.0,0.0,0.0,0.0,18.0,672.0,0.0,53.548764320074184,30000.0,0.004000000189989805,-24.93051528930664,22.68815040588379,359.83909076452255,-0.002923324704170227,-0.1762064668831652,0.06948481160421197,0.0,0.0,6.0,2.0,3.0,1.0,0.75
19,0.0,0.0,0.0,0.0,0.0,0.0,19.0,705.0,0.0,53.565502265131464,30000.0,0.004000000189989805,-24.930889129638672,22.821483612060547,359.8414403498173,-0.0023495852947235107,-0.1402811712850081,0.06912131513409923,0.0,0.0,6.0,2.0,3.0,1.0,0.75
20,0.0,0.0,0.0,0.0,0.0,0.0,20.0,739.0,0.0,53.58209773390259,30000.0,0.004000000189989805,-24.931257247924805,22.954816818237305,359.84376260638237,-0.002322256565093994,-0.13964614657660832,0.06875865651544279,0.0,0.0,6.0,2.0,3.0,1.0,0.75
21,0.0,0.0,0.0,0.0,0.0,0.0,21.0,772.0,0.0,53.59876202596449,30000.0,0.003000000026077032,-24.931621551513672,23.088150024414062,359.84608486294746,-0.002322256565093994,-0.1397730030532564,0.06837863289721456,0.0,0.0,6.0,2.0,3.0,1.0,0.75
22,0.0,0.0,0.0,0.0,0.0,0.0,22.0,805.0,0.0,53.615495141317155,30000.0,0.003000000026077032,-24.93198013305664,23.22148323059082,359.8478607237339,-0.0017758607864379883,-0.10642995171330384,0.06802977789679808,0.0,0.0,6.0,2.0,3.0,1.0,0.75
23,0.0,0.0,0.0,0.0,0.0,0.0,23.0,839.0,0.0,53.63218267633251,30000.0,0.003000000026077032,-24.932334899902344,23.354816436767578,359.8495819270611,-0.001721203327178955,-0.10337867289346023,0.06768215222737932,0.0,0.0,6.0,2.0,3.0,1.0,0.75
24,0.0,0.0,0.0,0.0,0.0,0.0,24.0,872.0,0.0,53.64899699109402,30000.0,0.003000000026077032,-24.93268585205078,23.488149642944336,359.8513304591179,-0.0017485320568084717,-0.1040691498683248,0.06731444266691908,0.0,0.0,6.0,2.0,3.0,1.0,0.75
